Outlet,ReceiptNumber,Date,Time,Category,Items,Quantity,Discounts,NetSales,SalesType,PaymentMethod
Agus Salim,TSC0WX,1/17/2023,20:17:26,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC0WX,1/17/2023,20:17:26,Milk Based,Matcha Latte,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0WY,1/17/2023,20:27:06,Chocolate,Choco Hazelnut,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0WY,1/17/2023,20:27:06,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC0WZ,1/17/2023,20:32:44,Signature Coffee,Kopi Dewan,1,0.0,29000.0,Take Away,Gopay
Agus Salim,TSC0WZ,1/17/2023,20:32:44,Signature Coffee,Kopi Rakyat,2,0.0,44000.0,Dine In,Gopay
Agus Salim,TSC0X0,1/17/2023,20:47:06,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC0X1,1/17/2023,20:50:17,Espresso Based,Cappucino,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC0X1,1/17/2023,20:50:17,Signature Coffee,Kopi Sultan,1,0.0,34000.0,Dine In,Cash
Agus Salim,TSC0X3,1/17/2023,20:55:53,Signature Coffee,Kopi Kow,1,0.0,29000.0,Dine In,Gopay
Agus Salim,TSC0X3,1/17/2023,20:55:53,Signature Coffee,Kopi Sultan,1,0.0,29000.0,Dine In,Gopay
Agus Salim,TSC0X4,1/17/2023,21:08:22,Espresso Based,Caramel Latte,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0X4,1/17/2023,21:08:22,Tea,Lychee Tea,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC0X4,1/17/2023,21:08:22,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC0X5,1/17/2023,21:10:33,Signature Coffee,Kopi Sultan,1,0.0,29000.0,Dine In,BCA
Agus Salim,TSC0X5,1/17/2023,21:10:33,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,BCA
Agus Salim,TSC0X6,1/17/2023,21:16:17,Milk Based,Matcha Latte,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0X6,1/17/2023,21:16:17,Dimsum,Dimsum Mentai,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0X6,1/17/2023,21:16:17,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC0X7,1/17/2023,21:20:34,Chocolate,Choco Origin,1,0.0,27000.0,Dine In,Cash
Agus Salim,TSC0X7,1/17/2023,21:20:34,Tea,Lemon Tea,2,0.0,52000.0,Dine In,Cash
Agus Salim,TSC0X8,1/17/2023,21:24:16,Espresso Based,Cappucino,1,0.0,28000.0,Dine In,BCA
Agus Salim,TSC0X9,1/17/2023,21:32:23,GoFood ,Kopi Rakyat ,1,0.0,18000.0,Dine In,GoFood
Agus Salim,TSC0X9,1/17/2023,21:32:23,GoFood ,Dimsum Mentai ,1,0.0,36000.0,Dine In,GoFood
Agus Salim,TSC0XA,1/17/2023,22:09:16,Signature Coffee,Kopi Rakyat,1,2200.0,19800.0,Dine In,Gopay
Agus Salim,TSC0XB,1/17/2023,22:31:51,Milk Based,Thai Tea,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0XC,1/18/2023,8:00:00,Espresso Based,Caramel Macchiato,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC0XC,1/18/2023,8:00:00,Chocolate,Choco Origin,1,0.0,27000.0,Dine In,Gopay
Agus Salim,TSC0XC,1/18/2023,8:00:00,Espresso Based,Coffee Latte,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC0XC,1/18/2023,8:00:00,Espresso Based,Coffee Latte,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC0XG,1/18/2023,10:51:58,Espresso Based,Cappucino,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC0XH,1/18/2023,11:00:44,Yakult Series,Lychee Yakult,1,0.0,25000.0,Dine In,Gopay
Agus Salim,TSC0XK,1/18/2023,11:09:29,GoFood ,Kopi Sultan ,1,0.0,24000.0,Dine In,GoFood
Agus Salim,TSC0XK,1/18/2023,11:09:29,GoFood ,Kopi Rakyat ,1,0.0,18000.0,Dine In,GoFood
Agus Salim,TSC0XL,1/18/2023,11:21:29,Milk Based,Raspberry Milk,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC0XM,1/18/2023,11:23:09,Tea,Lychee Tea,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC0XN,1/18/2023,11:24:25,Espresso Based,Caramel Macchiato,1,0.0,37000.0,Dine In,BCA
Agus Salim,TSC0XP,1/18/2023,11:28:44,Espresso Based,Cappucino,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC0XQ,1/18/2023,11:56:07,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC0XR,1/18/2023,12:00:37,Chocolate,Choco Banana,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC0XS,1/18/2023,12:02:24,Chocolate,Choco Banana,1,0.0,32000.0,Dine In,BCA
Agus Salim,TSC0XS,1/18/2023,12:02:24,Signature Coffee,Kopi Rakyat,1,0.0,32000.0,Dine In,BCA
Agus Salim,TSC0XT,1/18/2023,12:06:40,Milk Based,Matcha Latte,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC0XT,1/18/2023,12:06:40,Milk Based,Red Velvet Latte,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC0XT,1/18/2023,12:06:40,Signature Coffee,Kopi Sultan,1,0.0,29000.0,Dine In,Cash
Agus Salim,TSC0XT,1/18/2023,12:06:40,Chocolate,Choco Origin,2,0.0,54000.0,Dine In,Cash
Agus Salim,TSC0XU,1/18/2023,12:08:14,Chocolate,Choco Banana,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC0XV,1/18/2023,12:20:07,Espresso Based,Cappucino,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC0XW,1/18/2023,12:44:31,Signature Coffee,Kopi Rakyat,2,0.0,56000.0,Dine In,Cash
Agus Salim,TSC0XX,1/18/2023,12:49:52,Tea,Lychee Tea,1,0.0,26000.0,Dine In,Cash
Agus Salim,TSC0XZ,1/18/2023,12:55:57,GoFood ,Kopi Rakyat ,5,0.0,90000.0,Dine In,GoFood
Agus Salim,TSC0Y0,1/18/2023,13:03:33,Side Dish,Sosis Bakar,1,0.0,28000.0,Dine In,BCA
Agus Salim,TSC0Y0,1/18/2023,13:03:33,Chocolate,Choco Origin,1,0.0,27000.0,Dine In,BCA
Agus Salim,TSC0Y1,1/18/2023,13:04:09,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC0Y3,1/18/2023,13:19:29,GoFood ,Kopi Rakyat ,1,0.0,18000.0,GoFood,GoFood
Agus Salim,TSC0Y3,1/18/2023,13:19:29,GoFood ,Kopi Rakyat ,3,0.0,54000.0,GoFood,GoFood
Agus Salim,TSC0Y4,1/18/2023,13:26:15,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC0Y5,1/18/2023,13:52:38,Side Dish,French Fries,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC0Y5,1/18/2023,13:52:38,Dimsum,Dimsum Mix,2,0.0,52000.0,Dine In,Gopay
Agus Salim,TSC0Y5,1/18/2023,13:52:38,Espresso Based,Caramel Latte,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC0Y5,1/18/2023,13:52:38,Yakult Series,Strawberry Yakult,1,0.0,25000.0,Dine In,Gopay
Agus Salim,TSC0Y5,1/18/2023,13:52:38,Chocolate,Choco Caramel,1,0.0,34000.0,Dine In,Gopay
Agus Salim,TSC0Y6,1/18/2023,13:53:53,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Cash
Agus Salim,TSC0Y6,1/18/2023,13:53:53,Main Course,Carbonara,1,0.0,48000.0,Take Away,Cash
Agus Salim,TSC0Y7,1/18/2023,14:08:15,Chocolate,Choco Origin,1,0.0,27000.0,Dine In,Cash
Agus Salim,TSC0Y8,1/18/2023,14:09:07,Milk Based,Raspberry Milk,1,0.0,27000.0,Dine In,Gopay
Agus Salim,TSC0YB,1/18/2023,14:17:15,Chocolate,Choco Origin,1,0.0,27000.0,Dine In,Cash
Agus Salim,TSC0YD,1/18/2023,14:21:16,Main Course,Bolognaise,1,0.0,40000.0,Dine In,BCA
Agus Salim,TSC0YD,1/18/2023,14:21:16,Chocolate,Choco Origin,1,0.0,32000.0,Dine In,BCA
Agus Salim,TSC0YE,1/18/2023,14:24:26,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Take Away,Gopay
Agus Salim,TSC0YF,1/18/2023,14:25:20,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Take Away,Cash
Agus Salim,TSC0YG,1/18/2023,14:28:22,Signature Coffee,Kopi Dewan,1,0.0,29000.0,Dine In,Gopay
Agus Salim,TSC0YI,1/18/2023,14:48:31,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Take Away,Cash
Agus Salim,TSC0YI,1/18/2023,14:48:31,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Take Away,Cash
Agus Salim,TSC0YK,1/18/2023,15:04:13,Milk Based,Matcha Latte,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC0YK,1/18/2023,15:04:13,Espresso Based,Cappucino,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC0YM,1/18/2023,15:28:08,Espresso Based,Caramel Macchiato,1,0.0,37000.0,Dine In,BCA
Agus Salim,TSC0YN,1/18/2023,15:28:50,Signature Coffee,Kopi Rakyat,2,0.0,44000.0,Dine In,Cash
Agus Salim,TSC0YQ,1/18/2023,15:44:47,Milk Based,Matcha Latte,1,0.0,34000.0,Dine In,Gopay
Agus Salim,TSC0YR,1/18/2023,15:46:29,Espresso Based,Cappucino,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC0YR,1/18/2023,15:46:29,Chocolate,Choco Banana,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0YS,1/18/2023,15:47:56,Espresso Based,Black Coffee,1,0.0,24000.0,Dine In,Cash
Agus Salim,TSC0Z0,1/18/2023,17:42:02,Espresso Based,Hazelnut Latte,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC0Z1,1/18/2023,17:42:54,Mocktail,Blue Lime,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0Z2,1/18/2023,17:45:11,Milk Based,Matcha Latte,1,0.0,34000.0,Dine In,BCA
Agus Salim,TSC0Z2,1/18/2023,17:45:11,Chocolate,Choco Origin,1,0.0,27000.0,Dine In,BCA
Agus Salim,TSC0Z3,1/18/2023,17:46:12,Espresso Based,Cappucino,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC0Z4,1/18/2023,17:53:22,Dimsum,Dimsum Mix,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC0Z5,1/18/2023,18:01:21,Milk Based,Thai Tea,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0Z5,1/18/2023,18:01:21,Milk Based,Thai Tea,1,0.0,27000.0,Dine In,Gopay
Agus Salim,TSC0Z5,1/18/2023,18:01:21,Signature Coffee,Kopi Dewan,1,0.0,29000.0,Dine In,Gopay
Agus Salim,TSC0Z5,1/18/2023,18:01:21,Tea,Lychee Tea,1,0.0,18000.0,Dine In,Gopay
Agus Salim,TSC0Z5,1/18/2023,18:01:21,Espresso Based,Coffee Latte,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC0Z5,1/18/2023,18:01:21,Side Dish,French Fries,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC0Z5,1/18/2023,18:01:21,Dessert,Pisang Goreng Caramel,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC0Z6,1/18/2023,18:03:50,Chocolate,Choco Origin,1,0.0,27000.0,Take Away,Gopay
Agus Salim,TSC0Z6,1/18/2023,18:03:50,Signature Coffee,Kopi Rakyat,4,0.0,88000.0,Take Away,Gopay
Agus Salim,TSC0Z7,1/18/2023,18:07:37,Main Course,Bolognaise,1,0.0,40000.0,Dine In,Cash
Agus Salim,TSC0Z9,1/18/2023,18:20:12,Milk Based,Raspberry Milk,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC0ZD,1/18/2023,18:53:51,Dimsum,Dimsum Mix,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC0ZD,1/18/2023,18:53:51,Chocolate,Choco Origin,1,0.0,27000.0,Dine In,Gopay
Agus Salim,TSC0ZE,1/18/2023,18:54:39,GoFood ,Kopi Rakyat ,2,0.0,36000.0,GoFood,GoFood
Agus Salim,TSC0ZE,1/18/2023,18:54:39,GoFood ,Choco Origin ,1,0.0,22000.0,GoFood,GoFood
Agus Salim,TSC0ZF,1/18/2023,18:58:17,Espresso Based,Caramel Macchiato,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC0ZF,1/18/2023,18:58:17,Mocktail,Blue Lime,2,0.0,60000.0,Dine In,Gopay
Agus Salim,TSC0ZL,1/18/2023,19:17:46,Main Course,Carbonara,1,0.0,48000.0,Shopee Food,ShopeeFood
Agus Salim,TSC0ZM,1/18/2023,19:19:47,Milk Based,Red Velvet Latte,1,0.0,34000.0,Dine In,Cash
Agus Salim,TSC0ZN,1/18/2023,19:21:05,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,BCA
Agus Salim,TSC0ZN,1/18/2023,19:21:05,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,BCA
Agus Salim,TSC0ZR,1/18/2023,19:41:38,Chocolate,Choco Banana,1,0.0,32000.0,Dine In,Cash
Agus Salim,TSC0ZS,1/18/2023,19:50:24,Dimsum,Dimsum Mix,1,0.0,26000.0,Dine In,Cash
Agus Salim,TSC0ZS,1/18/2023,19:50:24,Milk Based,Matcha Latte,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC0ZS,1/18/2023,19:50:24,Espresso Based,Vanilla Latte,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC0ZU,1/18/2023,20:00:34,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC0ZU,1/18/2023,20:00:34,Milk Based,Thai Tea,1,0.0,27000.0,Dine In,Gopay
Agus Salim,TSC0ZV,1/18/2023,20:02:03,Signature Coffee,Kopi Rakyat,2,0.0,56000.0,Dine In,Gopay
Agus Salim,TSC0ZV,1/18/2023,20:02:03,Side Dish,French Fries,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC0ZW,1/18/2023,20:02:53,Espresso Based,Caramel Macchiato,1,0.0,32000.0,Dine In,Cash
Agus Salim,TSC0ZW,1/18/2023,20:02:53,Espresso Based,Coffee Latte,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC0ZY,1/18/2023,20:12:11,Dimsum,Dimsum Mix,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC0ZZ,1/18/2023,20:21:35,Signature Coffee,Kopi Sultan,1,0.0,34000.0,Dine In,BCA
Agus Salim,TSC0ZZ,1/18/2023,20:21:35,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,BCA
Agus Salim,TSC101,1/18/2023,20:48:08,Chocolate,Choco Origin,3,0.0,81000.0,Dine In,Cash
Agus Salim,TSC101,1/18/2023,20:48:08,Side Dish,French Fries,1,0.0,26000.0,Dine In,Cash
Agus Salim,TSC102,1/18/2023,20:57:14,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC102,1/18/2023,20:57:14,Milk Based,Raspberry Milk,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC102,1/18/2023,20:57:14,Side Dish,Chicken Wings,1,0.0,37000.0,Dine In,Gopay
Agus Salim,TSC11M,1/19/2023,16:58:55,Signature Coffee,Kopi Dewan,1,0.0,29000.0,Dine In,BCA
Agus Salim,TSC11M,1/19/2023,16:58:55,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,BCA
Agus Salim,TSC11N,1/19/2023,17:00:21,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Cash
Agus Salim,TSC11N,1/19/2023,17:00:21,Espresso Based,Coffee Latte,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC11O,1/19/2023,17:05:43,Espresso Based,Coffee Latte,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC11P,1/19/2023,17:11:21,Tea,Lychee Tea,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC11R,1/19/2023,17:18:55,Tea,Lemon Tea,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC11T,1/19/2023,17:27:09,Dimsum,Dimsum Mix,2,0.0,52000.0,Take Away,Cash
Agus Salim,TSC11U,1/19/2023,17:56:41,Tea,Lemon Tea,1,0.0,26000.0,Dine In,BCA
Agus Salim,TSC11U,1/19/2023,17:56:41,Tea,Lychee Tea,1,0.0,26000.0,Dine In,BCA
Agus Salim,TSC11U,1/19/2023,17:56:41,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,BCA
Agus Salim,TSC11W,1/19/2023,18:29:15,Tea,Lychee Tea,2,0.0,52000.0,Dine In,Cash
Agus Salim,TSC11W,1/19/2023,18:29:15,Side Dish,Chicken Wings,1,0.0,37000.0,Dine In,Cash
Agus Salim,TSC11X,1/19/2023,18:34:42,Tea,Lychee Tea,1,0.0,26000.0,Dine In,Cash
Agus Salim,TSC11Z,1/19/2023,18:44:05,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC120,1/19/2023,18:49:21,Yakult Series,Lychee Yakult,1,0.0,25000.0,Dine In,BCA
Agus Salim,TSC122,1/19/2023,18:53:09,GoFood ,Blue Lime ,1,0.0,25000.0,GoFood,GoFood
Agus Salim,TSC124,1/19/2023,18:58:00,Signature Coffee,Kopi Rakyat,2,0.0,44000.0,Dine In,Gopay
Agus Salim,TSC125,1/19/2023,19:02:52,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,BCA
Agus Salim,TSC125,1/19/2023,19:02:52,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,BCA
Agus Salim,TSC125,1/19/2023,19:02:52,Side Dish,French Fries,1,0.0,26000.0,Dine In,BCA
Agus Salim,TSC126,1/19/2023,19:07:33,Espresso Based,Caramel Macchiato,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC127,1/19/2023,19:12:25,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC127,1/19/2023,19:12:25,Chocolate,Choco Banana,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC129,1/19/2023,19:27:39,Shopee , ,1,0.0,48000.0,Shopee Food,ShopeeFood
Agus Salim,TSC129,1/19/2023,19:27:39,Shopee ,Pisang Goreng Caramel ,1,0.0,33600.0,Shopee Food,ShopeeFood
Agus Salim,TSC129,1/19/2023,19:27:39,Shopee , ,1,0.0,57600.0,Shopee Food,ShopeeFood
Agus Salim,TSC12A,1/19/2023,19:27:55,Tea,Lychee Tea,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC12A,1/19/2023,19:27:55,Main Course,Carbonara,1,0.0,48000.0,Dine In,Gopay
Agus Salim,TSC12A,1/19/2023,19:27:55,Side Dish,Sosis Bakar,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC12B,1/19/2023,19:28:59,GoFood ,Kopi Rakyat ,1,0.0,18000.0,GoFood,GoFood
Agus Salim,TSC12C,1/19/2023,19:29:57,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC12F,1/19/2023,19:47:35,Chocolate,Choco Origin,1,0.0,32000.0,Dine In,BCA
Agus Salim,TSC12F,1/19/2023,19:47:35,Dimsum,Dimsum Mix,1,0.0,26000.0,Dine In,BCA
Agus Salim,TSC12H,1/19/2023,20:16:09,Side Dish,French Fries,1,0.0,26000.0,Dine In,BCA
Agus Salim,TSC12H,1/19/2023,20:16:09,Espresso Based,Black Coffee,1,0.0,24000.0,Dine In,BCA
Agus Salim,TSC12H,1/19/2023,20:16:09,Chocolate,Choco Origin,1,0.0,27000.0,Dine In,BCA
Agus Salim,TSC12J,1/19/2023,20:20:00,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Cash
Agus Salim,TSC12K,1/19/2023,20:21:50,Chocolate,Choco Paddle,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC12K,1/19/2023,20:21:50,Signature Coffee,Kopi Dewan,1,0.0,34000.0,Dine In,Gopay
Agus Salim,TSC12L,1/19/2023,20:23:37,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC12M,1/19/2023,20:33:06,Dessert,Pisang Goreng Caramel,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC12M,1/19/2023,20:33:06,Espresso Based,Caramel Macchiato,1,0.0,37000.0,Dine In,Cash
Agus Salim,TSC12N,1/19/2023,20:36:07,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC12N,1/19/2023,20:36:07,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC12N,1/19/2023,20:36:07,Signature Coffee,Kopi Dewan,1,0.0,29000.0,Dine In,Gopay
Agus Salim,TSC12O,1/19/2023,20:37:22,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Take Away,Cash
Agus Salim,TSC12Q,1/19/2023,20:48:10,Shopee ,French Fries ,1,0.0,31200.0,Shopee Food,ShopeeFood
Agus Salim,TSC12S,1/19/2023,21:14:13,Espresso Based,Caramel Macchiato,1,0.0,32000.0,Dine In,Gopay
Agus Salim,TSC12S,1/19/2023,21:14:13,Dimsum,Dimsum Mix,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC12T,1/19/2023,21:17:25,Chocolate,Choco Banana,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC12V,1/19/2023,21:26:02,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Take Away,Cash
Agus Salim,TSC12W,1/19/2023,21:32:47,Tea,Lemon Tea,1,0.0,26000.0,Dine In,Cash
Agus Salim,TSC130,1/19/2023,22:26:37,GoFood ,Kopi Rakyat ,1,0.0,18000.0,Dine In,GoFood
Agus Salim,TSC131,1/20/2023,8:34:55,Milk Based,Thai Tea,1,0.0,27000.0,Dine In,BCA
Agus Salim,TSC131,1/20/2023,8:34:55,Tea,Lychee Tea,1,0.0,18000.0,Dine In,BCA
Agus Salim,TSC133,1/20/2023,8:58:04,Signature Coffee,Kopi Sultan,1,0.0,34000.0,Dine In,Gopay
Agus Salim,TSC134,1/20/2023,9:00:34,Signature Coffee,Kopi Dewan,1,0.0,34000.0,Dine In,Gopay
Agus Salim,TSC136,1/20/2023,10:35:08,GoFood ,Kopi Sultan ,1,0.0,24000.0,GoFood,GoFood
Agus Salim,TSC136,1/20/2023,10:35:08,GoFood ,Kopi Rakyat ,6,0.0,108000.0,GoFood,GoFood
Agus Salim,TSC136,1/20/2023,10:35:08,GoFood ,Kopi Sultan ,1,0.0,24000.0,GoFood,GoFood
Agus Salim,TSC138,1/20/2023,11:15:58,Tea,Lychee Tea,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC138,1/20/2023,11:15:58,Espresso Based,Black Coffee,1,0.0,27000.0,Dine In,Gopay
Agus Salim,TSC139,1/20/2023,11:17:17,Main Course,Carbonara,1,0.0,48000.0,Dine In,Cash
Agus Salim,TSC13A,1/20/2023,11:18:06,Espresso Based,Caramel Latte,1,0.0,32000.0,Dine In,Cash
Agus Salim,TSC13B,1/20/2023,11:19:14,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC13C,1/20/2023,11:36:05,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Take Away,Cash
Agus Salim,TSC13F,1/20/2023,11:57:38,Milk Based,Raspberry Milk,1,0.0,27000.0,Dine In,Cash
Agus Salim,TSC13I,1/20/2023,12:06:09,Side Dish,Chicken Wings,1,3700.0,33300.0,Dine In,Cash
Agus Salim,TSC13J,1/20/2023,12:08:01,GoFood ,Kopi Kow ,1,0.0,24000.0,GoFood,GoFood
Agus Salim,TSC13J,1/20/2023,12:08:01,GoFood ,Dimsum Mix ,1,0.0,31200.0,GoFood,GoFood
Agus Salim,TSC13K,1/20/2023,12:18:27,GoFood ,Kopi Rakyat ,1,0.0,18000.0,GoFood,GoFood
Agus Salim,TSC13K,1/20/2023,12:18:27,GoFood ,Kopi Dewan ,1,0.0,24000.0,GoFood,GoFood
Agus Salim,TSC13K,1/20/2023,12:18:27,GoFood ,Kopi Rakyat ,2,0.0,36000.0,GoFood,GoFood
Agus Salim,TSC13N,1/20/2023,13:08:04,Yakult Series,Lychee Yakult,1,0.0,25000.0,Dine In,Gopay
Agus Salim,TSC13O,1/20/2023,13:27:08,Dimsum,Dimsum Mentai,1,0.0,30000.0,Dine In,Cash
Agus Salim,TSC13O,1/20/2023,13:27:08,Espresso Based,Caramel Macchiato,2,0.0,64000.0,Dine In,Cash
Agus Salim,TSC13P,1/20/2023,13:37:46,GoFood ,Kopi Rakyat ,2,0.0,36000.0,GoFood,GoFood
Agus Salim,TSC13Q,1/20/2023,13:52:47,Mocktail,Blue Lime,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC13Q,1/20/2023,13:52:47,Chocolate,Choco Banana,1,0.0,30000.0,Dine In,Gopay
Agus Salim,TSC13R,1/20/2023,13:57:13,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,BCA
Agus Salim,TSC13T,1/20/2023,14:11:31,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Gopay
Agus Salim,TSC13U,1/20/2023,14:58:50,Signature Coffee,Kopi Rakyat,2,0.0,44000.0,Dine In,Gopay
Agus Salim,TSC13W,1/20/2023,15:10:06,Tea,Lychee Tea,1,0.0,26000.0,Dine In,Gopay
Agus Salim,TSC13X,1/20/2023,15:21:23,Dimsum,Dimsum Mix,1,0.0,26000.0,Dine In,BCA
Agus Salim,TSC13X,1/20/2023,15:21:23,Signature Coffee,Kopi Sultan,1,0.0,29000.0,Dine In,BCA
Agus Salim,TSC13X,1/20/2023,15:21:23,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,BCA
Agus Salim,TSC13Y,1/20/2023,15:31:36,Side Dish,French Fries,1,0.0,26000.0,Dine In,Cash
Agus Salim,TSC13Y,1/20/2023,15:31:36,Signature Coffee,Kopi Rakyat,1,0.0,28000.0,Dine In,Cash
Agus Salim,TSC13Z,1/20/2023,16:04:11,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC140,1/20/2023,16:25:38,GoFood ,Kopi Rakyat ,6,0.0,108000.0,GoFood,GoFood
Agus Salim,TSC141,1/20/2023,16:25:57,Signature Coffee,Kopi Rakyat,2,0.0,44000.0,Dine In,BCA
Agus Salim,TSC142,1/20/2023,16:26:50,Signature Coffee,Kopi Rakyat,1,0.0,22000.0,Dine In,Gopay
Agus Salim,TSC145,1/20/2023,16:47:47,Signature Coffee,Kopi Sultan,1,0.0,34000.0,Dine In,Cash
Agus Salim,TSC145,1/20/2023,16:47:47,Dessert,Pisang Goreng Caramel,1,0.0,28000.0,Dine In,Cash
